Table 1
age,gender,country,daily_usage_hours,primary_platform,num_platforms_used,purpose,avg_session_minutes,night_usage,mental_health_score,addiction_level,screen_time_before_sleep
27,Male,Canada,3.4736176041576200,Snapchat,5,Entertainment,32.638797112975400,1,8.677402733125080,Medium,19.7520873320825
17,Female,USA,1.6758705257561800,YouTube,2,Entertainment,22.64335260949620,0,8.749540873591000,Low,11.13228153201400
22,Male,Brazil,3.578337347811330,TikTok,1,Content Creation,9.996324304467500,1,6.914014868530120,Medium,18.81632232382150
18,Male,Brazil,4.38892028627079,Instagram,4,Entertainment,8.645897264869060,1,8.050802967195120,Medium,18.4101115311513
15,Male,Germany,2.1533363158957200,TikTok,3,Socializing,16.90090764761970,0,7.782133490944770,Low,26.749312248659300
14,Female,Canada,5.7840847150767000,Instagram,3,Socializing,11.40730458938960,1,5.415672497023910,High,28.11835283965260
18,Female,Germany,3.2057963217606200,Twitter,1,Socializing,16.66802578412030,1,8.243212567728220,Medium,32.63425207246900
25,Male,India,3.2344089974851400,TikTok,3,Entertainment,54.75223013487540,0,8.523837601578990,Medium,32.38249396681240
13,Male,Canada,5.40307417097247,YouTube,2,Entertainment,29.876141356551900,0,5.105759020175470,High,28.325863353688700
19,Female,USA,1.055094278381770,YouTube,4,Entertainment,31.58318073562530,1,9.849132879705490,Low,0.0
19,Female,India,3.46667210040588,Snapchat,3,Socializing,14.786007879815000,0,8.47065657694969,Medium,26.405877925137800
22,Female,India,4.236474154821470,TikTok,2,News,27.079134442446500,0,4.430713363985200,Medium,30.337179861320100
25,Female,India,0.8336455818735510,YouTube,4,Education,36.74495253011750,1,9.96593094556485,Low,44.202147729909200
19,Female,India,3.8528079940962600,Twitter,2,Education,18.176773962653400,1,6.347688409120240,Medium,46.933307340302500
27,Male,Germany,5.32826870780621,Instagram,5,Education,33.73426631493660,1,5.459863910933190,High,34.165008860015900
24,Male,UK,4.927910149813400,Instagram,2,Education,19.82372969441180,0,5.808605838882500,Medium,56.244242075215300
23,Male,India,1.1840308496649000,Instagram,5,Entertainment,28.806294707387200,1,9.576383542601960,Low,45.70138908186050
22,Female,India,2.1666350143958000,Instagram,4,Education,16.153768160214400,1,8.660773974264860,Low,38.98600859588660
13,Female,India,0.7715479957871200,TikTok,3,Entertainment,29.174704789674900,0,8.782064044855410,Low,20.394297082184800
27,Male,Germany,3.8092851349811900,TikTok,5,Entertainment,48.43069455778130,0,5.887874952988450,Medium,6.2403855620600700
16,Other,India,3.70175965946165,YouTube,2,Entertainment,15.558745472891100,0,6.325076321189600,Medium,34.499679219603400
25,Female,USA,4.744914433211380,Snapchat,4,Education,31.26773677977840,1,6.167308970272880,Medium,24.764486514442900
19,Male,India,2.007452041777950,YouTube,1,Entertainment,30.68853162833780,1,8.417127866174170,Low,29.068400586273100
23,Female,USA,1.4792677969287600,TikTok,3,Entertainment,27.333280970676400,1,7.139762563064080,Low,52.77831972835580
21,Other,UK,2.4404896368247500,YouTube,2,Entertainment,15.03426806919830,1,5.851538627912960,Low,20.45089560295220
17,Male,Brazil,5.517948166230220,Twitter,5,Socializing,17.266814696540800,0,5.571860242410270,High,71.25517583703770
25,Male,Brazil,2.8625237404533500,Twitter,2,Entertainment,16.551046893916800,0,7.1313368649910300,Medium,36.447487945109800
14,Female,India,2.620651284669010,YouTube,2,Education,22.340137328366400,1,6.179250914294500,Medium,46.81748569888740
19,Female,India,4.8199259263168100,Instagram,1,Education,36.01273537936690,1,4.809874796093010,Medium,36.645901484258600
22,Male,India,3.6010980285016,Instagram,1,Content Creation,24.524167093545400,0,7.022040290313410,Medium,74.81086033120250
13,Female,India,2.2953680893368500,Snapchat,4,Socializing,49.992550639383900,1,9.731499089857250,Low,30.08836907272500
19,Female,USA,2.15373136456084,TikTok,3,Socializing,23.03016004522160,0,8.609674100709840,Low,41.714245840086500
18,Male,USA,4.614477247982290,Twitter,2,Entertainment,20.21102589057780,0,5.751783278321900,Medium,31.267045595035600
19,Female,Canada,2.6980387864152300,YouTube,4,Socializing,18.336079394967300,1,8.955303442859410,Medium,19.296715064893500
26,Male,Canada,3.1465590112630000,YouTube,3,Entertainment,19.639034001059500,1,9.351350233312060,Medium,87.61798084463570
25,Male,Brazil,4.3060728610341500,YouTube,3,Entertainment,26.91103239893740,0,5.16425235889624,Medium,51.714720366622200
22,Female,India,2.6312730316660000,Instagram,3,Entertainment,21.218158249611400,0,6.8221002251065000,Medium,50.24836738445510
15,Male,USA,5.455426355527340,YouTube,2,Socializing,24.358786755880300,0,6.139441199704320,High,46.0140718878347
27,Male,India,3.3094029205680200,YouTube,5,Education,39.265348391650100,0,6.876840935583000,Medium,59.523600877206000
15,Male,Australia,5.7084719177520300,TikTok,1,Entertainment,28.139406529497500,1,5.4174038980276800,High,39.785591128165400
19,Female,India,4.060855605579540,Twitter,3,Entertainment,10.457163379917400,1,8.240289987494310,Medium,57.94406139928930
25,Male,Brazil,4.31166125090273,Instagram,4,Entertainment,17.29947430946200,0,5.955934912671690,Medium,39.79585296360190
14,Male,UK,3.7172327651118600,Instagram,4,News,5.0,0,7.131366428070130,Medium,28.931241214747400
13,Male,Canada,3.690966349185930,YouTube,3,Socializing,16.642986463712900,1,5.4456472483825,Medium,13.225761940269100
21,Male,UK,4.271634116755420,Snapchat,2,Socializing,13.210084863042400,1,6.108588677558030,Medium,39.9545534011005
21,Female,India,6.879932716028650,YouTube,3,Education,27.82027465870100,1,5.260546355804020,High,33.487414878075800
19,Female,India,5.069545167241490,Snapchat,2,Entertainment,30.51639872103840,0,7.100853095743230,High,29.033782002695400
19,Female,India,4.25946948065847,Instagram,4,News,26.59082231694240,1,4.6326981710625600,Medium,89.02022723252860
15,Female,India,5.394943629638300,Snapchat,2,Content Creation,28.348164075635500,1,7.00019176024661,High,58.26818219683520
22,Female,India,0.5,Twitter,5,Entertainment,18.175256759393400,1,9.136449890842630,Low,40.89169612076250
27,Female,India,6.730515221341160,TikTok,1,Education,28.445508440614700,0,5.366792763859200,High,72.99828065792040
14,Male,USA,4.52857337190449,Instagram,3,News,20.756373612102300,1,6.239272871074870,Medium,42.203429026914300
23,Female,India,3.953466031166750,TikTok,4,Socializing,38.60545331378030,1,7.5369804425163,Medium,37.5485277637623
19,Male,Germany,3.009967509906660,Instagram,2,News,24.50706345580310,1,8.776364257409980,Medium,32.12613996776130
21,Male,Canada,4.364920200914610,TikTok,1,Content Creation,36.55977380901760,0,7.624736684255710,Medium,87.07396250251060
13,Female,India,3.875296382395740,YouTube,4,Entertainment,19.652182798860800,1,8.71144317584823,Medium,67.37295686604260
25,Other,India,2.5777973938899700,Instagram,3,News,15.637972834926800,1,8.132888522694290,Medium,17.669035341120800
26,Female,India,6.746591211768960,YouTube,2,Entertainment,34.1803317498631,1,2.8695377699433600,High,17.502737946878900
16,Female,India,4.996295460222700,Snapchat,1,Education,28.95150775176330,0,6.134626084105410,Medium,24.747449465037600
18,Male,India,4.438485682036590,TikTok,4,Education,16.44539339660600,1,5.633683511466940,Medium,16.05277723195280
19,Female,Australia,1.5208304280983000,Twitter,3,Entertainment,34.93197029673320,1,6.856735520239860,Low,54.3386487529066
22,Male,Canada,3.440364179345440,Instagram,2,Entertainment,34.217272325722000,1,7.927026254894680,Medium,51.793888582881900
19,Female,India,2.423201323349220,YouTube,2,Education,26.117692304040200,0,8.266305668163880,Low,40.57811624030920
22,Female,Canada,4.430221599242370,TikTok,1,Socializing,21.632290816810000,0,6.691852876676070,Medium,44.882878455505000
14,Male,Brazil,2.345804584246450,YouTube,1,Education,19.413989333297900,0,7.523532849433400,Low,37.65440147683620
26,Female,Germany,3.846570495951890,Twitter,5,Entertainment,17.05043976530040,1,6.680518347822390,Medium,73.19989478573750
16,Female,USA,2.925069693764440,Instagram,1,Entertainment,30.658652427337500,0,8.644269267396040,Medium,44.92420466587910
17,Female,Canada,2.6960113464228200,Instagram,1,Entertainment,11.215925242976300,1,6.915843086866380,Medium,41.76354668581360
26,Male,Australia,2.742739335723690,YouTube,1,Entertainment,37.742783531025800,1,7.977248715342070,Medium,47.65495235725160
24,Male,India,3.027855187157600,Instagram,1,Entertainment,9.792454627019290,1,8.17782051702035,Medium,47.852543985773500
13,Male,Germany,3.3700314532833800,Instagram,4,News,39.0052094509775,1,4.770180055659210,Medium,41.622032812625400
13,Male,UK,1.8176679394604000,YouTube,1,Education,8.596532779708800,1,8.196896139685870,Low,10.645243060467500
22,Female,India,1.5282593837511000,Instagram,1,News,30.756876421820500,0,7.474301011149540,Low,10.118336713333500
15,Other,India,1.9321188586095800,Instagram,5,Entertainment,35.199570052492700,1,9.826270321436240,Low,59.462416057795300
27,Other,India,2.7423748933138000,Instagram,5,Entertainment,42.3446843182416,0,8.419165319003560,Medium,57.93213251370500
27,Male,India,3.92455266452539,Twitter,4,Education,21.450389689066900,1,8.446125563305640,Medium,57.43433347469030
22,Male,India,4.565765705814750,Snapchat,1,Entertainment,18.523998326994800,0,7.29102932751786,Medium,12.99685764829230
15,Female,India,1.7741456275665500,Instagram,2,Socializing,22.60811703656710,1,7.99557221101664,Low,32.43501695573230
24,Female,USA,3.7763861352519400,YouTube,2,Entertainment,39.49293427432250,1,7.261854391137100,Medium,31.6903625970874
20,Female,USA,2.9297204262574200,Instagram,1,Entertainment,24.986349740519000,1,9.564048635057430,Medium,21.15965403282460
21,Male,India,5.499720992735610,Snapchat,5,Entertainment,22.49077344859140,0,5.53022476476859,High,71.26193300176360
27,Male,India,3.3478235906561100,YouTube,5,Entertainment,22.31660425077760,0,6.444171131637230,Medium,52.12731437986220
26,Female,USA,4.384156735034650,YouTube,4,Entertainment,28.449546570390800,1,5.91524802654097,Medium,68.02954759870650
23,Male,UK,3.232900181284750,TikTok,3,Education,13.816874502527800,1,6.258367723560450,Medium,62.20216282727330
24,Male,India,3.1460419028320800,YouTube,5,Education,20.919928167041000,1,5.550623777684620,Medium,37.318437634948000
13,Female,India,1.3537180101885700,TikTok,5,Socializing,24.149367104679600,1,7.63656704303174,Low,90.35809660811930
26,Female,Canada,5.246888311340920,TikTok,3,Entertainment,24.560703906916100,1,4.153192848358860,High,31.310747768598100
23,Female,Brazil,1.3278343222144500,Twitter,4,Entertainment,7.066237612013400,0,10.0,Low,43.83388235421320
14,Female,India,2.8928943618764900,Twitter,2,Content Creation,35.8750623938882,0,7.554884567251720,Medium,33.04026777698600
22,Female,USA,3.0970049861105600,YouTube,4,Entertainment,16.843020317014100,1,6.694510275286930,Medium,32.95936279356660
14,Male,USA,2.32435827177114,YouTube,4,Education,28.834474198053500,0,9.210224910102380,Low,7.232355921409320
27,Male,Canada,4.847224356715790,TikTok,3,Socializing,29.092962627724400,1,4.841065937078130,Medium,55.57030906375460
16,Male,USA,2.817757080326300,Twitter,5,Socializing,22.41189102505470,0,8.430488215290120,Medium,63.317440066664900
14,Female,Germany,1.2673604409727100,YouTube,5,Entertainment,26.6151600814641,1,9.515168024234910,Low,63.05849810413150
19,Female,USA,2.5271031357015500,Twitter,5,Entertainment,61.724999482699900,0,7.811182755561790,Medium,63.51183503416540
25,Female,Australia,4.390642103605090,Instagram,4,Entertainment,24.090582850206200,0,7.113492369113390,Medium,33.179952196918800
27,Male,UK,1.052736102757730,Instagram,3,Education,28.471755690563000,0,9.573071481130830,Low,66.76225242490940
21,Male,India,4.190260945681840,TikTok,3,Socializing,11.566942420049200,0,6.508636761587090,Medium,6.091101691761060
19,Male,Brazil,3.340779333682090,TikTok,4,Education,28.338087938006100,1,7.059356715309640,Medium,37.10152196102650
24,Female,USA,4.385541285457560,YouTube,1,News,21.27964832508220,0,6.9803578977419500,Medium,53.725961272165900
18,Female,India,4.304119882259330,Snapchat,5,Socializing,23.234748050776000,1,6.014513364726930,Medium,64.64733979237500
27,Female,Canada,5.750705114491600,TikTok,3,Entertainment,23.30962563744390,1,6.4681345283074700,High,46.78223690854650
22,Female,Germany,0.5,TikTok,1,Education,10.97437118924660,1,10.0,Low,36.90495186560450
13,Male,UK,5.387042002534170,Instagram,2,Entertainment,23.590349597130800,0,5.492347102467410,High,27.865092760527200
23,Female,India,2.3606710361579300,TikTok,1,Entertainment,24.208890328088700,0,8.13022965521758,Low,0.0
22,Other,Canada,2.0142224507554300,Snapchat,2,Socializing,16.466978531021100,0,10.0,Low,59.14621712331240
21,Male,India,1.714118424018190,YouTube,3,News,35.11898933708620,0,8.81775014812701,Low,29.557015273484800
17,Female,India,3.310439795997120,Twitter,1,Socializing,32.11570514787430,1,6.682010713614640,Medium,68.89706230583650
23,Male,Brazil,2.7919965394404300,Instagram,4,Socializing,6.153428715756100,1,9.685105665413860,Medium,57.980879762805100
17,Female,USA,4.625822119231310,Twitter,4,Education,19.359027520182600,1,6.936279015658560,Medium,17.89304327978940
18,Male,USA,4.766054845362790,Instagram,2,Socializing,28.55637460426620,1,5.9374929289804700,Medium,47.403894650432800
21,Other,UK,4.321129281692660,Twitter,2,Socializing,28.534201524394300,1,7.806011893375120,Medium,45.10272260949200
25,Other,India,5.458316605673340,Instagram,1,Socializing,49.060893343109700,1,6.633878372487220,High,43.92109150923710
20,Male,USA,3.6558582396712300,Instagram,1,Entertainment,21.15793566634490,1,4.874597352555660,Medium,50.7153619754308
20,Male,India,3.803351162010740,Instagram,1,Education,23.458173072309000,0,6.766313416421660,Medium,54.123638909404300
26,Other,UK,4.251236467196230,YouTube,3,Content Creation,32.40330456520590,0,6.63116276338019,Medium,45.846000292216600
20,Male,India,3.1445816076266100,Twitter,4,Entertainment,22.928716219678300,1,6.183277851775180,Medium,77.07169008206300
13,Male,India,5.352153247100260,TikTok,1,Entertainment,41.308984569701000,1,4.649863231534040,High,40.08895868759470
13,Female,India,4.257965166078270,TikTok,5,Entertainment,24.017050765384500,0,7.269785212685790,Medium,15.1397052169457
20,Female,India,4.184113309485440,TikTok,5,News,12.037084991320100,1,6.778746246918110,Medium,29.779528575915100
17,Female,USA,3.96230628381542,Instagram,2,News,28.782545894903500,1,7.060569261303660,Medium,4.075664880786450
21,Female,Germany,5.5870480595046500,YouTube,4,Socializing,10.999644779936500,1,4.697213060250280,High,33.39212729927110
14,Other,Germany,6.294449722356930,Instagram,2,Education,22.971709688318700,1,4.809539716221310,High,62.73520772209750
21,Female,UK,4.350294401146900,Instagram,3,Entertainment,16.699315024118400,1,6.856816179519730,Medium,41.1643048829535
24,Male,Brazil,3.4543615104060300,Snapchat,2,Entertainment,5.0,0,7.932156843092800,Medium,20.292048458365100
26,Male,India,2.634371056110550,Instagram,2,Entertainment,34.16194098779230,0,6.431874340822270,Medium,4.067551604529560
20,Female,UK,5.280466004527790,Instagram,2,News,34.398898075835100,0,5.435976930440600,High,46.11016625015230
21,Female,India,3.1322944446871100,Instagram,1,Socializing,18.184104148632100,0,7.041613598076890,Medium,10.6035734870674
16,Female,UK,5.6376871492203500,TikTok,1,Socializing,5.0,1,5.48478176585317,High,82.3576216275809
13,Female,Canada,0.9806954072678530,YouTube,3,Entertainment,29.044482206191200,1,8.705543592916260,Low,29.058572100132300
13,Other,Brazil,2.546555983285760,Snapchat,4,Socializing,23.354633313811400,1,8.67202297890457,Medium,69.54515613086740
17,Male,Germany,4.1053295133824000,YouTube,2,Socializing,19.397916146133900,1,4.480772316528330,Medium,47.5160440348843
14,Male,Germany,5.097898099926950,Instagram,2,Socializing,33.521895444261500,0,5.111333207644610,High,54.81076400520470
26,Female,Canada,5.158756312725310,Snapchat,3,Education,23.70185001765040,0,6.415267601461210,High,22.4460957350245
20,Female,Germany,4.193707846396620,Instagram,2,News,42.97547575882460,1,4.424153859362840,Medium,21.139390734760600
22,Male,USA,1.8694198824163500,Twitter,5,Entertainment,33.9625055046406,1,9.392812524594090,Low,52.881497353520300
23,Female,USA,2.4260755923206800,TikTok,3,Socializing,23.589229896543300,1,8.123791324156020,Low,53.3549617411627
17,Female,Canada,4.434812461923060,Snapchat,2,Entertainment,44.2341953868331,1,7.191785653107940,Medium,23.57738928517810
17,Female,UK,4.195733489802650,TikTok,1,Entertainment,27.939715933460600,0,6.499567396767380,Medium,105.7848472090410
14,Male,Canada,1.3026114422514600,TikTok,2,Socializing,25.57305274061690,1,9.378774292920010,Low,40.17389528465810
19,Male,USA,2.920422694726910,TikTok,1,Content Creation,30.46904486386690,1,8.301572283595740,Medium,4.258724477658290
25,Female,UK,2.876412609456550,Instagram,1,Education,38.17867482155730,0,7.446084447486160,Medium,39.58081940467720
20,Male,Brazil,3.7634217968713300,Instagram,1,Entertainment,39.16092544619390,1,6.611519453358340,Medium,22.15220520727800
22,Male,UK,4.2745195840962500,YouTube,1,Socializing,41.950872159762600,0,5.359161821375340,Medium,6.837417035761360
25,Male,UK,3.2782303387014300,Twitter,3,Entertainment,28.53636692202070,0,7.770058943071120,Medium,24.815769250972500
13,Male,India,1.262938902739130,Instagram,5,Content Creation,38.42763252939750,0,9.522392772021510,Low,24.966739924761300
14,Male,India,2.8418417410236500,Instagram,5,Socializing,16.75974210420120,1,9.125235184063660,Medium,64.94087094380200
22,Other,USA,5.846123005379230,TikTok,1,News,21.07238956691680,0,6.247661244914180,High,33.3925758062301
16,Male,USA,3.2494123545347400,Instagram,3,Entertainment,30.42007568598030,0,7.272676219159450,Medium,26.9641601719185
17,Male,India,1.8191389756381700,Instagram,4,Education,31.37235675340870,0,9.497577538808990,Low,51.61667869339140
25,Female,Australia,4.8127160249512,Instagram,4,Socializing,7.654240040387600,0,4.838778932084060,Medium,0.0
14,Male,USA,4.288288093447600,TikTok,1,Entertainment,50.74183304431960,1,7.3650235700086300,Medium,56.501415300275500
13,Male,Germany,4.015810113297450,Snapchat,3,News,8.677220667439270,0,5.473516710905300,Medium,13.84528942324990
21,Other,UK,1.7142422470095300,TikTok,2,Entertainment,13.686963148067700,1,9.570810068439260,Low,20.346590019224400
26,Male,USA,2.1575014591123900,Twitter,4,Education,29.313779083464900,1,7.915833403037510,Low,30.2397262001695
13,Male,India,3.89551864890998,Instagram,4,Entertainment,34.838535342906500,0,6.64832732290724,Medium,53.9070860523795
25,Other,Canada,3.261823000288550,YouTube,1,Entertainment,34.54464705066170,1,6.3793346990797500,Medium,47.63470986452730
27,Female,USA,2.853993532355660,Instagram,3,Entertainment,22.533069088051400,1,6.973207931927450,Medium,21.584854518751300
16,Male,USA,3.4263387811955400,YouTube,5,Entertainment,11.369501693170300,1,7.451085416396600,Medium,17.81047481670350
14,Male,India,4.851527302267980,Instagram,1,Entertainment,14.955951699259900,1,6.689628408735780,Medium,56.59840064622710
23,Female,India,3.534889133175670,TikTok,2,Entertainment,16.932927873613400,0,6.2998888161285200,Medium,16.627331176051300
16,Female,Canada,3.717823561352580,Twitter,2,Socializing,13.258701637640600,0,5.391261176985740,Medium,44.52251399558650
20,Male,USA,4.404538684381520,YouTube,4,Entertainment,53.155564730735400,1,6.852237784099080,Medium,59.301264221216700
20,Female,India,2.5191711918171500,YouTube,3,Entertainment,35.200256136974300,1,8.485440657658750,Medium,62.91418626592810
27,Female,USA,3.74390913383537,Twitter,3,Education,23.563468502466900,0,8.12550206448748,Medium,18.592666822077100
23,Female,India,0.5,TikTok,2,Socializing,16.44128848895590,0,10.0,Low,0.0
24,Male,USA,5.30753030035812,Instagram,4,Entertainment,11.430559311152200,1,5.346165646761060,High,32.085759446801400
21,Male,UK,4.262517056278190,Instagram,2,Socializing,12.095925915125800,1,6.229586394334810,Medium,62.3621806795186
25,Male,India,1.2426820916103000,TikTok,3,Entertainment,37.98491873034920,1,8.525647044776610,Low,33.797436379927300
27,Female,USA,3.9635350859283400,YouTube,5,Education,25.786698550289400,1,6.618090827368820,Medium,29.50564677061780
23,Male,USA,4.75423038350525,Instagram,3,News,30.34108686766840,1,5.4143401963473200,Medium,53.01500027737560
27,Male,USA,2.7353334114446500,YouTube,2,News,13.771237158351600,1,8.234367114542450,Medium,34.54011966462190
24,Female,UK,3.2138320393375400,YouTube,3,Socializing,22.104598898499500,1,7.959428106350400,Medium,48.57236522729910
17,Female,India,3.7088495341986200,TikTok,3,Socializing,25.463969665917700,1,8.46634870562104,Medium,9.269651571215910
19,Female,Brazil,3.933692159641710,Snapchat,1,Content Creation,5.0,0,8.019771732551550,Medium,54.27706317899130
15,Female,India,4.897393341754380,Instagram,4,Entertainment,17.77786735430080,1,6.026274149414660,Medium,72.04288760379720
22,Female,USA,3.7532280846986400,Instagram,2,Socializing,20.656587029433000,1,7.804878158622810,Medium,38.920831949290900
16,Female,UK,7.170010388306700,TikTok,3,Content Creation,13.720741324842800,1,5.3060400100451200,High,41.93612022466420
22,Female,Australia,4.210193959063790,YouTube,2,Socializing,21.962290449003900,1,6.155348429335310,Medium,82.65209799480180
21,Female,Australia,2.5163144187478800,TikTok,4,Entertainment,37.44072414578850,0,9.422281600893750,Medium,17.045498804341500
22,Female,India,3.0652861043378100,Instagram,3,Entertainment,12.174451648944200,1,6.744901868832900,Medium,44.72204529977840
22,Female,Brazil,3.4505807083214300,TikTok,1,Entertainment,19.53944994233330,0,6.360380695961030,Medium,37.376129264135800
26,Female,USA,8.967922231219650,TikTok,2,Education,22.348880777010800,1,2.1944064581858600,High,8.605354046364040
24,Female,Canada,0.5,TikTok,2,Content Creation,22.044819150015500,1,8.996087960532930,Low,45.03367569269410
13,Female,UK,6.693192142647120,Twitter,3,News,13.939302917676200,1,4.308830248623100,High,36.11377960962210
14,Female,India,4.203041687971040,Instagram,5,Education,31.211596595222500,1,6.095368372416930,Medium,50.17562260273560
17,Female,USA,3.139274376826400,YouTube,5,Socializing,11.072670585945200,1,8.829529038865390,Medium,30.97358664157100
15,Male,Canada,5.984873257031740,Instagram,4,Education,26.314558191536800,0,5.75536191649521,High,13.944516727594000
14,Female,Germany,0.5,TikTok,2,News,30.47300543649500,1,8.133011049134990,Low,43.88717703199080
13,Male,USA,5.850204014396670,TikTok,2,Socializing,16.477487433396200,0,5.201111289572120,High,28.29836588383600
22,Male,Brazil,5.996216466726590,Instagram,1,News,33.50489713994580,1,5.103752852876610,High,37.98497300306400
15,Male,USA,4.373041205429140,Instagram,3,Education,7.8401000138219600,0,5.290145581319040,Medium,47.45252490659460
13,Male,India,6.6087869761500200,Instagram,3,Entertainment,17.839320664267200,0,3.289172186940600,High,33.775895294830200
24,Male,Brazil,3.070408040999790,YouTube,2,Entertainment,20.115138797518200,0,6.813511100097400,Medium,24.906215840495900
13,Male,Australia,2.6004431870320000,Instagram,5,Entertainment,30.822432718685700,0,7.675232402843390,Medium,53.08261094205790
24,Female,India,4.679699719220920,Instagram,5,Entertainment,11.825395077133600,0,7.223494545123780,Medium,5.159554135434290
13,Female,India,2.44854546331311,YouTube,3,Entertainment,25.522874687463700,1,8.49751485891803,Low,47.81019574665690
20,Male,USA,4.763792172300800,TikTok,1,Socializing,10.161800782884200,1,5.41839257260483,Medium,42.851808661250700
27,Female,USA,4.96628771654202,YouTube,2,Entertainment,31.25560898716670,0,6.594021444586650,Medium,43.8139258384942
15,Male,Brazil,3.4334256356180500,Instagram,1,Socializing,5.0,0,7.161607534145080,Medium,25.46605135139750
23,Female,UK,4.288472191658600,Twitter,3,Education,22.800587139502800,0,5.650086357063550,Medium,36.37902164529140
13,Male,UK,3.918852936721240,TikTok,4,Education,12.341441764201000,1,5.237826801831480,Medium,41.760000217901
19,Female,USA,4.735790047933140,Instagram,1,News,29.6583107223406,1,7.97990225920684,Medium,34.11962088543150
22,Female,India,1.8053080018436000,YouTube,1,Education,26.274356840140500,0,7.496362188478470,Low,35.58252011277670
15,Other,India,0.6854658991829080,YouTube,2,Socializing,41.77082070090960,0,9.716168636254830,Low,50.89394153445260
20,Female,USA,4.2840602496851300,Twitter,2,Content Creation,20.129583278914900,1,5.904972186995620,Medium,55.49125186831830
16,Male,India,4.668373917410830,YouTube,5,Socializing,17.7958356469463,1,7.084057659539580,Medium,37.99564988789290
16,Female,India,4.439784575174600,Snapchat,4,Entertainment,30.452180320891200,0,7.00635868234513,Medium,35.330454565655700
17,Male,Germany,5.102926319384910,YouTube,5,Education,32.35638547758200,1,4.5180052109565500,High,53.56426823682440
18,Female,India,1.182840481070030,Snapchat,4,Entertainment,35.602328757266900,1,7.641088268906510,Low,30.34221103736520
19,Male,Brazil,4.117900471723190,TikTok,1,Education,24.863203165691000,0,6.431421983603010,Medium,42.83162456779250
26,Female,India,1.7347396827388700,Instagram,3,Socializing,28.128619701510400,0,7.183669845667010,Low,27.609324218985100
26,Male,Canada,2.0433232340072000,Snapchat,4,News,32.649439730636900,0,6.545790561744150,Low,57.873284962493700
16,Female,UK,2.9346277940392400,Instagram,1,Entertainment,10.22388500699890,1,7.579355499145470,Medium,49.10274205840740
20,Other,Canada,4.153393103595180,Instagram,2,Education,27.77902392329250,1,7.221042515592980,Medium,54.22461443321060
25,Male,USA,2.8336711613038000,TikTok,2,Education,27.971516364470500,1,9.100073120233010,Medium,44.760325883111000
18,Female,India,4.386203615168150,Instagram,3,Entertainment,15.068179598070600,1,8.243484535268390,Medium,37.98894961033280
26,Male,India,2.3835555232697400,Snapchat,3,Socializing,19.984264228890800,0,8.950056818476290,Low,29.88072642196940
13,Female,Brazil,3.984903533911020,TikTok,3,Education,17.2510646804414,1,7.759527017528690,Medium,41.24151579101670
13,Female,India,4.121127429088240,Instagram,5,Entertainment,21.3625577939448,0,9.150098319173220,Medium,0.0
21,Female,UK,5.171955568983400,TikTok,3,Entertainment,17.335823801021500,1,4.603357480449830,High,9.254560369606280
22,Female,Brazil,4.686564472121130,Instagram,4,Education,23.706712518183,1,5.867179904929650,Medium,27.57236189283090
18,Male,India,3.0291098656008900,TikTok,5,Socializing,29.995429161636300,1,5.9113593100445100,Medium,21.797036635572100
22,Female,Canada,4.752655226532480,Instagram,2,Education,40.453322823788600,1,5.298708173446920,Medium,73.1758926784162
20,Female,USA,4.954383735862480,YouTube,4,Entertainment,28.487048797095400,1,6.414238561339600,Medium,55.14191430176390
25,Female,Canada,3.6042386314716300,TikTok,3,Education,39.90818365560760,0,7.928626177998000,Medium,53.63172522551260
19,Male,USA,3.428994998198380,Snapchat,3,News,47.196894929329800,0,7.772764886834410,Medium,15.174010214397500
24,Female,Canada,0.5206936396964220,Twitter,3,Education,13.892782788791800,1,10.0,Low,1.6813730968550800
18,Male,UK,3.728675314108000,Instagram,1,Content Creation,16.482400141111800,1,7.981963724818520,Medium,82.12303742642220
16,Male,USA,3.6267908242429800,Snapchat,3,Entertainment,27.390647702460100,0,7.28299184528033,Medium,46.40174728475810
19,Female,Brazil,3.3484690811137100,TikTok,3,News,27.190801079425700,1,6.388706664716580,Medium,67.78588631693560
21,Male,India,4.619843033415460,TikTok,2,Content Creation,30.875067269865600,1,4.1305371694928100,Medium,56.286882831564800
26,Male,Brazil,0.5,Twitter,2,Socializing,29.37994153028400,1,9.564270092614730,Low,36.887115442446100
23,Male,India,3.71026131443197,Snapchat,4,Education,17.5619074032275,0,8.837384187391210,Medium,65.16784998784350
22,Male,UK,4.883481927999510,TikTok,4,Education,30.651621117403700,0,7.579901673717510,Medium,6.387798334290740
22,Male,USA,0.5,Twitter,2,Entertainment,37.4974847582988,0,8.651860154792200,Low,31.856495911643700
26,Male,India,4.654537337747180,Instagram,2,Entertainment,24.346892684747100,1,6.4317252458900400,Medium,50.46508095969830
19,Male,India,4.386401248290160,Snapchat,4,Entertainment,34.05335744210360,0,6.28558453462328,Medium,49.33316092463030
13,Male,USA,3.9414630985039100,TikTok,4,Socializing,19.93286312031390,1,7.766190006097300,Medium,50.069790863368100
22,Male,Canada,4.8384661979488000,Instagram,3,Socializing,33.41634255500860,1,6.105783237778850,Medium,75.18403128110160
21,Male,UK,5.715216499986000,TikTok,5,Entertainment,38.814432310363900,0,5.2746794778418300,High,25.55895747994150
25,Female,USA,5.142089423116840,YouTube,1,Entertainment,21.463741728913400,1,7.758292905395130,High,55.443934677086700
